Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
2/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",757,416,1379,612,428,877,1192,759,1871,561,337,933,470,303,729,,,
2/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",747,537,1040,,,,833,620,1118,791,526,1190,662,515,852,,,
2/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1346,1070,1692,,,,1505,1174,1928,,,,1140,1039,1250,,,
2/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1303,811,2092,1061,769,1466,1878,1384,2548,1492,913,2438,824,626,1083,,,
2/25/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",553,321,952,379,296,484,775,493,1219,718,425,1214,405,261,628,397,230,684
2/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1531,1214,1930,1551,1230,1955,,,,,,,,,,,,
2/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1059,768,1461,1106,897,1363,1196,876,1632,1100,810,1492,849,621,1162,,,
2/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1010,628,1623,,,,,,,1138,683,1897,694,508,946,,,
2/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1328,1085,1624,1457,1118,1898,,,,,,,,,,,,
2/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1671,1180,2367,,,,,,,,,,,,,,,
2/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",879,646,1194,,,,857,660,1113,845,634,1126,978,683,1399,,,
2/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",812,410,1609,,,,,,,,,,760,322,1794,,,
2/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",750,560,1004,782,595,1027,790,577,1081,661,499,877,718,540,955,702,522,943
2/26/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",589,415,836,616,488,778,800,601,1064,532,422,670,507,349,736,463,343,625
2/26/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",707,514,973,797,645,985,804,585,1106,651,542,782,587,432,797,,,
2/26/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1330,973,1818,,,,1610,1143,2268,1081,958,1220,1105,865,1410,,,
2/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",585,380,901,810,552,1188,714,521,979,486,369,640,453,251,819,,,
2/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1193,986,1444,1261,1101,1445,,,,,,,,,,,,
2/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1060,766,1464,1156,865,1543,1307,978,1746,1066,843,1348,831,644,1073,670,577,778
2/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1370,1095,1713,1446,1213,1724,,,,,,,,,,1133,881,1457
2/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1392,1089,1778,,,,1585,1284,1956,,,,1225,950,1579,,,
2/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",500,323,772,451,302,674,608,419,882,531,336,840,489,324,737,344,243,487
2/26/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",823,565,1198,,,,1031,781,1360,810,590,1114,717,518,993,438,378,507
2/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",636,396,1020,683,380,1226,765,495,1183,505,364,699,548,355,845,395,259,602
2/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1275,1082,1501,1248,1089,1430,,,,,,,,,,,,
2/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",937,676,1297,,,,1049,776,1416,820,696,966,955,657,1388,,,
2/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1055,809,1374,,,,1271,936,1726,991,776,1266,979,812,1180,,,
2/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",809,504,1297,877,487,1578,,,,935,593,1475,808,524,1245,,,
2/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",946,581,1541,,,,1329,818,2160,906,552,1487,676,525,870,,,
2/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1462,1056,2023,,,,1627,1144,2314,,,,,,,,,
2/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",600,416,867,725,517,1018,734,574,939,584,423,805,399,312,510,340,298,388
2/27/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1334,1018,1748,,,,1508,1150,1977,1346,991,1828,1220,975,1526,,,
2/27/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",614,420,898,635,511,789,982,717,1344,661,482,905,452,339,603,444,334,591
2/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1371,1055,1781,1468,1077,2001,,,,1370,1133,1658,,,,,,
2/27/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",668,491,907,528,459,607,684,539,869,805,531,1220,573,441,744,,,
2/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",747,576,968,769,646,915,750,641,878,797,550,1153,622,493,784,,,
2/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1502,1209,1864,1610,1301,1991,,,,1438,1171,1767,,,,,,
2/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1379,1044,1821,,,,1514,1263,1815,,,,1409,1025,1935,,,
2/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",788,531,1170,902,521,1560,1011,705,1449,889,623,1268,676,532,859,479,358,642
2/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1048,778,1410,1144,833,1570,1080,910,1283,1070,869,1318,889,660,1195,,,
2/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",608,381,971,586,408,841,761,504,1149,628,409,963,504,308,825,361,248,525
2/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",527,329,844,462,323,660,606,435,845,762,434,1337,396,283,555,371,240,574
2/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",979,666,1439,,,,1108,832,1474,1060,743,1512,805,534,1214,,,
2/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1387,999,1925,,,,,,,,,,,,,,,
2/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",1128,635,2004,1041,801,1352,,,,,,,775,565,1062,,,
2/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",954,650,1400,908,658,1252,1288,856,1938,842,630,1125,880,602,1285,,,
2/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1014,714,1441,896,809,991,1038,636,1694,1134,830,1549,867,663,1133,,,
2/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1343,1213,1487,,,,,,,,,,,,,,,
2/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1435,1116,1846,1440,1202,1726,1663,1251,2211,,,,,,,,,
2/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",731,463,1156,833,604,1148,1133,791,1624,583,438,776,619,377,1017,,,
2/28/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",739,511,1067,585,507,676,897,582,1383,602,471,768,740,506,1082,,,
2/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",956,651,1403,871,658,1152,1322,932,1874,781,620,984,682,545,853,,,
2/28/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",814,501,1320,775,512,1172,1817,1186,2785,719,523,989,616,414,918,484,396,592
2/28/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1312,1019,1690,,,,1437,1164,1773,1259,972,1632,1307,998,1711,,,
2/28/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",644,366,1132,592,354,990,1168,646,2114,592,377,932,551,347,874,379,251,572
2/28/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",853,597,1220,890,771,1028,918,588,1432,866,639,1171,829,577,1192,641,472,870
2/28/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1363,1055,1762,,,,1388,1085,1774,1391,1133,1707,1240,907,1695,,,
2/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",795,450,1404,775,544,1103,1252,737,2127,648,415,1010,672,396,1140,327,218,488
2/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1203,832,1740,1159,870,1543,1822,1382,2402,1104,871,1400,1044,756,1441,735,557,968
2/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1703,1234,2350,1580,1322,1889,2570,1847,3576,,,,,,,,,
2/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1207,970,1503,,,,,,,,,,,,,,,
2/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1656,1207,2271,,,,,,,,,,,,,,,
2/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",955,642,1422,839,755,933,1286,773,2139,898,663,1214,850,575,1256,,,
2/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1154,803,1658,950,842,1072,1772,1306,2404,971,767,1229,997,729,1364,,,
2/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",813,534,1238,,,,1338,990,1809,729,498,1067,591,494,707,,,
2/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",992,610,1614,,,,,,,,,,,,,640,433,945
3/1/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",654,476,900,652,567,749,800,557,1150,591,460,758,585,434,788,,,
3/1/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",560,407,770,595,450,788,678,513,895,614,468,805,439,335,577,472,353,629
3/1/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1147,921,1429,,,,1318,975,1781,1156,1031,1297,904,806,1013,,,
3/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",518,376,713,645,455,914,542,408,718,515,393,674,453,308,665,428,352,518
3/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1182,933,1497,1271,1050,1537,1343,1128,1600,,,,,,,,,
3/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",800,577,1108,838,682,1028,819,619,1084,742,533,1032,823,550,1232,,,
3/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1001,737,1361,1046,755,1450,1226,1051,1430,1005,782,1290,895,732,1093,588,512,675
3/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1287,1020,1623,,,,1278,976,1673,1355,1152,1594,1220,928,1603,,,
3/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",931,639,1358,868,773,975,996,743,1335,1120,692,1811,742,585,940,504,415,613
3/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",516,350,761,610,474,784,741,457,1203,474,337,667,469,328,669,379,299,480
3/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",468,313,699,404,291,561,511,373,700,596,368,965,399,279,571,336,237,477
3/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1465,1169,1837,1454,1151,1835,1633,1410,1891,1354,1190,1539,,,,,,
3/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",936,643,1363,,,,,,,840,647,1090,,,,,,
3/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1488,1224,1808,,,,,,,1441,1257,1651,,,,,,
3/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1107,797,1538,1004,823,1223,1314,1024,1686,1036,709,1512,1083,769,1526,,,
3/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1671,1360,2053,,,,,,,,,,,,,,,
3/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",828,597,1148,,,,,,,654,506,845,926,716,1197,,,
3/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",989,710,1376,889,704,1122,1199,841,1709,873,667,1143,877,665,1156,,,
3/2/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1180,942,1479,,,,,,,1163,960,1408,,,,,,
3/2/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",641,481,853,,,,676,522,875,676,509,897,530,407,689,,,
3/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1249,1009,1547,,,,,,,1282,1005,1636,,,,,,
3/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",756,531,1076,,,,790,578,1078,837,575,1217,631,448,887,,,
3/2/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",527,363,763,388,322,468,782,537,1138,504,363,700,430,352,525,461,322,660
3/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",671,457,985,550,460,657,869,569,1327,729,569,934,405,313,524,,,
3/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",563,331,958,400,245,654,950,600,1507,489,324,738,534,324,881,,,
3/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1170,1041,1316,,,,,,,1241,1103,1396,,,,,,
3/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1054,727,1529,592,526,666,1463,956,2239,1028,799,1324,799,638,1001,,,
3/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, 286-298 Jefferson St, San Francisco, CA",813,560,1179,651,432,981,908,676,1220,800,561,1139,882,586,1326,594,458,772
3/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",395,256,609,488,396,602,735,470,1151,307,236,401,383,254,577,470,280,786
3/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1551,1198,2009,,,,1963,1458,2642,1416,1119,1790,1375,1228,1540,,,
3/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",889,635,1245,,,,1175,779,1773,857,642,1143,850,640,1129,,,
3/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1388,1071,1799,,,,,,,1319,1009,1724,,,,,,
3/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1404,978,2014,,,,,,,1439,930,2228,,,,,,
3/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",745,557,995,,,,847,648,1107,700,528,928,,,,,,
3/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1074,715,1615,,,,,,,1092,664,1793,,,,,,
3/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1110,851,1449,,,,1207,931,1566,1167,904,1507,1020,793,1311,,,
3/3/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",434,298,631,403,302,538,423,300,596,464,307,702,362,277,474,,,
3/3/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",442,334,586,393,344,448,459,351,601,458,353,592,427,302,603,420,320,549
3/3/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",668,538,831,657,527,819,688,580,815,676,536,852,625,494,791,,,
3/3/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",630,494,803,,,,600,498,724,616,504,752,619,469,817,,,
3/3/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1021,852,1222,,,,,,,,,,,,,,,
